"id"	"prob"
29509	0.980289669642127
25369	0.929133100943903
17988	0.121964297795313
34492	0.995284853547092
35433	0.108478475406822
46926	0.00239021510894179
12782	0.861082070985328
32613	0.776852279004512
26060	0.821068736159884
26999	0.00105054299030481
31639	0.983079607672938
40205	0.861550016002075
3865	0.215781913524435
49388	0.00646042025801689
16154	0.997729858394837
3603	0.913001749814855
19751	0.0122780328739537
49275	0.979883461616886
15987	0.00166005707283106
35456	0.231392239318625
6402	0.995633908410383
45509	0.431954148294405
9726	0.598628456880334
10967	0.988984947813605
46976	0.949007955743573
34620	0.00184833743311349
36409	0.0149881183358264
33958	0.0256736092955444
2838	0.360414342489694
2688	0.810583936991379
21961	0.0345091377303388
30283	0.884754594025285
30773	0.0116161980261622
40726	0.374888642713022
7836	0.00168579095134236
30324	0.541365437777288
19573	0.133016101263272
8473	0.916923527002723
201	0.997568776096591
42555	0.999855193346262
9876	0.371188607204258
20044	0.983557442632033
34255	0.271498056002593
401	0.99653680835151
39348	0.687603649436558
35896	0.0609647832517284
46526	0.858988809570604
36913	0.614894502739683
30866	0.942430390942723
31149	0.0166871636199787
16405	0.0748723601234434
20523	0.0288263406053875
18574	0.120638928049538
37060	0.609799816912025
27728	0.0950435398180822
13168	0.984049435256556
10155	0.991553953673743
12427	0.000241298744409988
48517	0.972190328398383
31017	0.986976027913893
24333	0.954927766013036
6908	0.962703566118517
5637	0.570987211527091
40825	0.000762540932859607
44738	0.0437680404790049
31260	0.895283975608839
3324	0.00131621747303987
31863	0.997453780253086
49651	0.00625210506120965
34034	0.0132833281086176
3482	0.529155777137116
12041	0.0853898218585764
42978	0.426555059146698
4903	0.966541634241234
29847	0.00151573205088985
7748	0.999553833807585
43660	0.966051493172259
34185	0.998287387252434
21390	0.64203433500923
16803	0.974418488883094
43814	0.999862993207202
18293	0.847422163602663
44915	0.97756771622593
33808	0.691350576483526
9355	0.997096471284478
32129	0.534221239997856
29848	0.00332083473001033
20672	0.000424932584011503
17822	0.97176768930688
35261	0.0588522389999894
3877	0.97872395678672
12952	0.0101029336323176
37985	0.431516462159857
2631	0.50384500271464
35465	0.917737667524096
23813	0.441348735226173
41738	0.0074588615786072
43129	0.0309037267748196
32608	0.912709840442132
36702	2.4316761069364e-10
2381	0.00520310962780083
37766	0.242780501902268
11303	0.125348300782884
5152	0.845631456403205
952	0.99299231733894
15790	0.98849673223525
1318	0.992395501426617
31358	0.110474409021921
37145	0.612362033870917
25945	0.981962022658717
28237	0.992393433256252
35994	0.000342467532212413
9565	0.60762420433274
26030	0.440571410915428
17534	3.3926374943244e-06
46233	0.613942459597078
23746	0.0109852434397784
34614	0.968416134124603
4197	0.265710966368748
26648	1.94506232692084e-05
32946	0.999963412014232
43182	0.00248320321376462
25992	0.000779854956828372
27600	0.783137481742286
15818	0.373282869856961
37245	0.0220749787112305
6737	0.997500152403358
38137	0.0923357597540575
4037	0.974180568201706
18359	4.67030872025097e-05
10168	0.579297456382825
34404	0.995681961446534
37803	0.745562894729556
47687	0.000345315680814504
27579	4.27037959256433e-06
15588	0.00228715242957434
44802	0.962809055036177
3700	0.977071509275604
10309	0.1490836330836
30545	0.0171482049355654
35278	0.217474195432939
24553	0.380112123429942
3510	0.0687614564897483
13016	0.994135190193424
38514	0.603393630180649
46325	0.918521759154488
4528	0.680542291028281
4386	0.0730077864065815
35085	0.997709886890749
28341	0.999766806700211
28808	0.994735935578392
33660	0.985852183951767
27010	0.128597837360234
18481	0.200354380179717
18906	0.471456366766119
24654	0.0538624096646051
27331	0.962060957247862
4656	0.984930408758124
38960	0.537353828073757
27244	0.144890136205955
1729	0.92368125028263
23393	0.693640036687259
1979	0.908091977865966
16398	0.911255466728822
44281	0.992639281072137
16228	0.0863368260799068
14696	0.342442516097939
14923	0.989881818941043
8677	0.422283174192703
41811	0.501936314525279
32144	0.264774512629377
43197	0.0896484018894102
4643	0.932411356715384
12460	0.0047427496976208
49060	9.96882476910991e-06
35777	0.0243940217348259
28151	0.963633073551826
25705	0.974166928424617
22059	0.192821810351204
29893	0.99974324559156
25478	0.978637962976427
48969	0.261632521801204
21409	0.982798641324096
44774	0.977469225890117
40700	0.00517734692532704
33335	0.955085031454989
10944	0.970389767506282
45101	0.997156952725835
36482	0.995043846280259
43971	0.990422257526401
18704	0.959996395208016
20343	0.0190065011490193
49506	0.137981616375536
28721	0.989553764924808
12418	0.523479627590303
5914	0.554499050225577
34981	0.996602227336373
23568	0.830471142526632
4042	0.979148337308793
5211	0.891122255011209
3219	0.000187483086061519
3128	0.555461065370938
18882	0.0165331175909831
44362	0.75371727804408
7416	0.235856773843924
30483	0.046628217237571
15731	0.259129365095776
39048	0.999485094942824
6887	0.00293592264452881
38962	4.12261252686587e-05
29979	0.999989123118864
30104	0.983442204653872
48431	0.611814555877513
29980	0.0575119440016276
22127	0.502165932907103
18611	0.0951790320257798
35307	0.108245368950879
4308	0.60990534933882
36017	0.213191884693222
23543	0.968936732420659
16029	0.984039414043915
4632	0.048143232767469
14618	0.00252674815215707
5859	0.788868991313537
5298	0.849268227277255
25544	0.371711712098416
42822	0.999995664408252
4577	0.0243428919050915
29894	0.986136689793232
915	0.000441438979748979
19275	0.022629317649449
15597	0.00022715077333864
10238	0.000154470580560287
7724	0.107314626464681
21625	0.766947878556596
40429	0.000406699028623678
4720	0.170568011484895
49321	0.444077841746776
35858	0.0467028326983353
17059	0.0923375532231592
19696	0.864593890525556
34445	0.227654220970219
41387	0.921771120131415
42211	0.00597778965361213
612	0.785430823358423
9436	0.0136605772079276
4510	0.061191677370404
32419	0.979736405926246
29972	0.992036317252462
40569	0.0685588538249944
3125	0.0269607716012369
7692	0.107775486839482
49600	0.987224925512495
1524	0.981519765760441
28088	0.2304356843447
25693	0.557449609855903
46560	0.723054219804385
34691	0.928874258045269
720	0.125797123357055
2404	0.505692520359709
35142	0.930275952389412
26175	0.966617492193105
18069	0.99931274675217
49748	0.961079884166897
20249	0.00151652448904137
29291	0.325021591861755
35488	0.991243860210347
33217	0.918786225865242
46973	0.94661299177994
45903	0.000461914753069333
10749	0.0276319781963046
40384	0.231681462822159
18302	0.947383132857926
17632	0.994176245086302
23933	0.0751548192024964
31932	0.171384978324868
27708	0.00166280850396921
41310	0.0273161340882063
22492	0.760002249942234
40422	0.789354749664925
1190	0.213325743088956
5176	0.00129613754237081
13980	0.0352168508802491
32376	0.770514906481375
7825	0.025593981863107
48147	0.99471771016732
20791	0.00123204965065703
20855	0.208034877435561
12637	0.921876924931746
15451	0.263695774273102
14565	0.400900105785062
23888	0.965896319159077
24559	0.914390616137077
12078	0.0829346781637903
17312	0.609428815940979
37219	0.000253472653090909
12065	0.8051579959958
4482	0.964478032762628
23157	0.886584270694483
17245	0.00621288001840544
40686	0.151327042893883
40867	0.105391196530418
42341	0.113114095370331
44278	0.000728150833078273
17802	0.925169316694335
6113	0.963912945968882
1093	0.9506319206773
45167	0.905339424853686
49314	0.994297535055189
21079	0.983369764137332
34054	0.0186095815072163
6477	0.866186583745909
49008	4.4360236294766e-06
764	0.999997783571701
35458	0.860747723535597
32577	0.962463609081275
45852	0.6460550439942
9705	0.940912138920842
35773	0.9981209809484
40576	0.986747416985492
48039	0.827180809938577
29048	5.27410006605769e-05
42596	0.644752036872627
18396	0.985492807051182
1738	0.997567188367407
34078	0.994958231028651
15925	0.999487601501665
10853	0.0128216964587771
44907	4.07164244017279e-05
46147	0.984274659884006
28205	0.0240073080271805
28230	0.297849817339683
8114	0.772728582883578
26214	0.603267915786743
3803	0.760493754660559
1305	0.00112116979567399
45280	0.150427645029009
21540	0.980157923717086
7809	0.91012040748586
42705	0.0804472247693435
23778	0.0893298514013434
1184	0.457701177295348
12732	0.186447356076323
25177	0.00331137822133565
42875	0.932341417720894
38888	0.130822130460328
25347	0.231871522652328
11884	0.624482105179374
