"id"	"prob"
13903	0.928556848920631
32430	0.655329047086529
18702	0.946458755347721
28367	0.712529490404488
12106	0.202495795294148
12917	0.996064093770154
20026	4.73806947230078e-07
49383	0.454826373025159
40220	0.00227759728876059
15130	0.110310297486707
391	0.421891348059299
9517	0.338800249364537
6923	0.815219477069481
40848	0.100708076327446
32821	0.955160316108037
31599	0.999396925842383
29201	0.846120299002051
47879	0.762994911691928
45801	0.839969717225768
31390	2.67980701339641e-05
24703	0.998351252289848
4357	0.430571946940909
36361	0.315096724410796
23456	0.743707229768736
9022	0.999167161335237
27955	0.84142082625559
14112	0.999432274636556
18889	0.976240015933832
14540	0.893692928998819
16023	0.738537705403792
26650	0.000248877127878388
49335	0.999995511709224
1179	0.0906179345274529
48295	0.954923648242627
20569	0.972432705405007
41198	0.00181093063067282
3940	0.361247974066958
38583	0.567988324745153
45345	0.0479061239898452
252	0.933771330410113
18994	0.939013442212943
44766	0.117291795665131
19398	0.97635563354245
21119	0.0784327440346553
24507	0.00755026531346089
19887	0.99806808298351
10022	0.692679677167555
16578	4.02438445272477e-07
37990	0.984262651710203
27999	0.0136307613471757
24772	0.152007055252554
48756	0.952547666692456
31365	0.690180805005267
39377	0.750196813269759
22721	0.999990844467982
18424	0.00180995728524661
38689	0.997168096631585
20335	0.627546334160731
13284	0.846519257044189
6261	0.01091500144369
41585	0.867781779498654
8860	0.980892294282491
34837	0.99995126783328
23300	0.668906490841522
31869	0.0173329983419254
23310	0.173009867978594
7897	0.998221719465358
33261	0.97941642276735
26460	0.878714160481041
44385	0.0861612017241862
14044	0.602018049551673
8908	0.00383229407504113
48097	0.00836420575638197
26635	0.0412227916432508
37964	0.998865790926465
29626	0.0810665524407769
28836	0.583912725981839
3728	0.000181424102050749
39424	0.873688653150466
23051	0.776594966999261
24245	0.695221194593511
37173	0.000857218168204196
685	0.188817483653408
41962	0.899842848504346
429	0.00258875625348394
14344	0.365499909784763
34648	0.0509715192858539
32832	0.375536522656955
43141	0.434965812393371
25980	0.0185154571934125
16180	0.0728182362067095
12696	0.393311788359384
15162	0.0469246787725534
19922	0.000616281739847991
20950	0.00726511906775438
49203	0.898266985512542
41709	0.00199976458476463
2521	0.130889656470842
48572	0.0311046074618731
44390	0.0637576935249355
49787	0.778012920509339
31852	0.00307184086400951
2613	0.00186788959996229
26725	0.708217676873659
35874	0.99052273768752
14789	0.121358639807108
14308	0.0829450113401851
27530	0.681318091163855
46160	0.0198173993632227
28240	0.000139789003178564
9800	0.96840043409188
16480	0.817788705609769
16113	0.993923039591212
37790	0.00549863470980441
7394	0.683438186702929
16655	0.98609896470144
14779	0.917203668872309
46275	0.662776709879352
25775	0.579443106216818
31430	0.998183730070818
36712	0.859224210933762
33083	0.340615746015664
38996	0.00474811461323204
32111	0.998740055760346
39636	0.00291511074081472
33889	0.314547783696376
7852	0.000449813163015613
