"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.111696713578685,0.112282511853442,0.112504029770492,0.115107086584917,0.118528064412698,0.119622511403537,0.121123809747227,0.118177628513758,0.120824944352834,0.115894855380503
0.116069004675706,0.117832371930066,0.117245020051459,0.118202836287946,0.121090398203224,0.117492321703555,0.120053799847645,0.123216398014442,0.119350516632558,0.123882420812223
0.110634549398831,0.112949438206266,0.113218022411445,0.116466669579273,0.114512451986096,0.115599228029168,0.116492497415183,0.116087382866472,0.12300004332678,0.115622706886555
0.114380147860599,0.113419745524596,0.115436206179416,0.114083921263647,0.119824575987148,0.116392896276736,0.12131329902373,0.121432919575139,0.119339235979767,0.121978296595721
0.107626802693077,0.108148258067454,0.109045941282921,0.109624540802804,0.111635589446327,0.110468162081294,0.115421111674538,0.115183667370287,0.115799330921245,0.115114864793425
0.127423023875198,0.127857673940228,0.125392778262875,0.127218517495553,0.129158878747076,0.129707042533486,0.13412937360016,0.129875261428401,0.129889308204473,0.133292427591535
0.130681599999978,0.129689809900793,0.131228273996388,0.133176180535517,0.131269127037403,0.133534510218544,0.135353967663242,0.129095653033061,0.136655881979677,0.133861653951621
0.125963183523851,0.125695208391581,0.12383277037249,0.128386555350342,0.129676690446864,0.129859119855694,0.130316317680917,0.131435436861875,0.133603899425554,0.12815368924407
0.126813830625817,0.128491205681521,0.127651063718479,0.130699458104238,0.12846527702628,0.130537728348627,0.128760905656287,0.132484683989534,0.134915352700542,0.130162710373929
0.121370801840808,0.124447902406711,0.124172420744987,0.125157420472944,0.121743225784678,0.125686462736964,0.124897344448582,0.128582499547276,0.126318902424699,0.134253246752106
