PID, Sale_Price
910251050, 74478.411196329
903454090, 136416.530488486
528253010, 230709.830246486
527183060, 210954.24762376
907135180, 134718.750843393
906380110, 232123.826950498
907192020, 187833.375235412
902402150, 87806.4905625844
909276170, 195938.932167758
906412010, 370537.538558178
905452140, 147772.332981633
531376030, 186800.128864403
534277070, 126029.499101038
910202060, 101902.490531677
906226080, 141306.752297636
903231090, 128243.776100147
527359010, 177902.5424773
923228370, 88598.5258911383
906402060, 258663.816691852
903426010, 123443.210019565
905200350, 155859.589782028
535353130, 126825.987777903
907285040, 267592.355347576
923252080, 120319.905666739
909250160, 101632.101432731
907135230, 153656.422347097
907131120, 198448.540332792
532476050, 262279.79414675
905104110, 141424.447306389
528104080, 429508.579407452
528181070, 215432.958904663
907285020, 236367.979174373
534129370, 156834.728547618
907401080, 216372.68948592
528348030, 267738.622591308
905475500, 82667.4565272704
903453080, 191987.39055689
903232090, 148062.362478303
531363080, 142568.319533477
528174030, 196747.090317591
534129380, 141351.230300893
528431020, 256428.731789864
532376040, 129458.208750937
903201020, 126679.963476734
905105170, 122599.782293139
533210010, 169469.970115091
902201130, 121440.422234205
532378220, 128464.2327052
902405120, 116782.321214409
907414060, 184549.202424718
528222020, 174104.910441681
923203190, 165526.679259953
903233080, 153447.454582842
531450120, 198476.741372524
907181090, 204184.245696193
528166150, 344958.931157238
905480160, 96385.4425568236
534475170, 174098.435026226
914478045, 147841.121206349
531371070, 199064.004639696
527165170, 172640.49308916
905202230, 198448.918843705
909425180, 189270.466736374
528315110, 341133.554502751
907192130, 215585.458891626
526355190, 263372.378050485
909176080, 188888.008120262
535353180, 243472.566521548
535300040, 133041.974132115
905200160, 108601.74689171
528458060, 212568.234254049
907254050, 204212.872317558
527163040, 175865.63549894
531452260, 174145.926999589
528222040, 193254.348170244
923225360, 93592.4376161116
535457040, 132126.788260278
904100170, 127720.412552156
528218060, 169254.991485332
908188150, 135552.57209789
534252110, 129141.672056172
909281030, 126626.213797552
527354050, 182908.476887326
909275020, 142425.764883351
907414070, 190343.33365513
924151040, 260852.699890224
903452025, 97286.216434999
528280130, 189518.639571533
528181030, 199105.96419379
533221030, 181370.184646064
533208070, 166155.357829051
902207120, 93814.1456831727
533205110, 216765.728322806
533212110, 150038.440828902
923276250, 223066.374024645
527183030, 200273.160317442
906402200, 333291.90841433
527106140, 188697.158700312
535383070, 115234.131076779
528174040, 196792.878010538
903481130, 90280.3446803678
528106010, 335741.972709957
533223100, 145263.535117469
528188090, 160712.357176415
526353030, 256586.759437288
911103060, 130445.692883334
533251120, 165782.923952402
533254100, 182488.570987452
909426090, 150938.289038983
904352190, 121624.707150926
910226040, 154577.379557336
908130020, 136783.897633524
528458130, 326449.523430838
907251100, 250475.189440375
528429050, 231205.852336128
531450030, 195519.875900777
535152070, 144586.715270185
535402010, 183047.205388395
533212020, 152140.973624973
528102100, 272389.661519366
532376070, 123552.624652077
902305090, 87852.7265462445
909425085, 241350.103059945
534177180, 255124.69721929
526351100, 165124.786516263
528150090, 369741.540614217
528348010, 233579.010342333
903430060, 129111.009082147
534402060, 140720.952643638
533206060, 178970.357669241
907285010, 231359.809140302
907265100, 206930.061197391
535327230, 112929.994918818
535103050, 208599.579626917
528488140, 210323.482146113
905352180, 231398.424696415
528178070, 358872.299794171
531479020, 69331.597689463
907201280, 132917.43755909
902103090, 120740.840131142
527180040, 205725.441878531
902128075, 107851.289261676
907290240, 144886.796136221
528235190, 181751.980567029
527455100, 141595.299469653
533130020, 230533.220181316
903476090, 108032.87818874
533212010, 158563.485529957
528292030, 289505.795675112
535353240, 157856.308793728
535475010, 148339.379711934
908127120, 117072.471789645
923226320, 79648.2700012403
909452050, 230943.391775061
905427030, 258822.481242225
923225510, 123068.473880784
902302150, 134309.401320307
528222010, 263532.42288647
902106040, 171278.69859736
903236040, 113938.544350724
527455240, 116712.289044376
905227050, 140173.002036833
906380180, 178305.774185131
923228390, 77561.2631073674
527365010, 264496.502031366
535376060, 141502.830153221
528429080, 265546.6531067
905107300, 160060.915844738
909475020, 229143.553687011
527403310, 148750.203172133
528228340, 182696.486728323
903231060, 37052.5688933073
534202160, 146223.269611406
907192150, 184882.671027142
527163080, 159295.097100741
528228430, 210880.627989653
914467050, 223297.947290684
909175080, 47907.6723466582
902206040, 125870.226434322
916477060, 278641.581161087
911204100, 83291.9919853297
528480150, 196061.36496532
909254090, 157457.421693157
905228050, 32452.4519622363
907425010, 151382.00565986
906201021, 161892.381281442
902207110, 79853.5460918408
911370520, 261221.635492528
534427140, 146425.750719471
